hw(rs1),HW
21,175
15,204
22,121
13,186
26,136
18,155
8,189
18,162
8,138
26,236
26,222
25,224
0,14
0,18
22,189
8,122
23,214
20,176
18,213
13,168
21,146
25,204
10,183
21,168
23,197
25,222
14,176
22,182
22,195
21,185
9,167
12,172
12,147
2,67
24,188
24,206
8,163
14,168
21,114
23,199
11,133
23,217
20,208
0,14
19,166
20,186
25,204
4,97
10,144
19,204
25,192
12,204
24,187
13,204
5,124
13,173
18,190
23,197
24,215
23,215
23,222
20,196
9,119
20,168
4,136
25,203
1,70
11,163
7,166
11,168
7,161
25,227
24,199
16,189
11,184
18,181
4,129
5,124
21,177
23,190
16,164
7,118
3,75
25,224
15,192
20,219
6,150
11,161
24,189
17,158
4,111
21,147
25,195
12,173
23,206
26,242
17,132
21,199
22,208
14,161
24,121
11,176
25,186
22,171
23,209
1,44
1,37
17,179
6,146
20,169
25,223
26,179
15,103
22,187
16,177
19,201
4,139
24,206
1,59
18,110
27,231
25,222
1,48
18,113
19,185
26,218
22,183
18,193
13,179
9,176
20,112
4,110
9,177
27,244
7,146
22,129
11,174
3,86
19,186
17,198
17,194
26,170
3,120
11,130
10,192
18,167
24,193
19,147
17,176
5,143
6,161
21,183
20,172
26,215
2,58
22,189
16,186
17,114
18,199
0,16
2,103
5,129
4,145
17,219
23,210
1,47
2,37
20,182
17,174
22,210
18,203
17,138
4,83
12,145
20,151
14,153
6,114
24,218
25,174
24,115
5,123
19,202
8,152
19,165
20,178
0,16
17,168
23,184
11,186
20,213
1,48
9,158
11,95
15,144
17,220
22,202
10,191
2,69
25,179
24,123
17,193
24,183
5,131
24,193
0,14
10,177
16,166
23,186
24,196
11,180
24,165
20,154
12,182
18,194
7,145
24,221
7,177
2,60
15,200
17,198
16,155
25,196
15,156
22,114
22,221
26,210
13,203
20,172
22,184
21,196
25,220
12,174
24,176
0,18
0,18
1,47
22,179
22,165
10,177
19,194
24,190
19,189
20,112
25,216
1,48
15,170
16,168
17,160
12,142
20,128
0,16
24,206
4,86
21,162
19,171
10,133
16,201
24,195
25,228
11,156
15,186
3,75
26,222
1,58
22,121
17,200
27,235
23,208
15,190
19,191
11,200
21,150
21,207
22,209
23,218
24,205
19,144
13,205
15,206
10,167
21,204
4,108
25,204
16,207
14,117
13,188
3,108
4,88
22,188
24,203
25,191
9,136
21,217
5,101
25,164
9,143
25,235
4,105
7,87
23,125
23,193
23,225
23,160
4,93
6,120
24,183
24,216
24,223
17,182
17,191
5,150
18,223
1,37
3,106
28,231
25,232
26,129
17,202
10,166
11,193
16,144
6,152
24,216
22,195
20,198
19,217
9,193
18,196
2,101
7,159
3,107
9,164
13,150
15,136
0,14
18,209
5,133
21,215
23,213
14,197
8,142
22,167
25,217
9,157
16,217
12,148
23,127
17,175
26,232
23,183
26,201
19,192
19,189
28,149
17,195
6,113
17,202
15,140
14,177
23,190
14,196
3,88
18,195
6,134
12,153
21,139
21,165
3,48
16,196
17,165
12,174
23,210
22,173
24,171
9,134
0,16
2,70
23,182
9,128
14,174
12,165
24,222
13,168
21,199
22,213
17,200
23,189
27,224
12,189
10,183
6,171
23,214
23,195
14,189
23,204
21,221
22,183
2,72
22,217
22,208
13,200
20,205
23,194
26,236
23,201
11,179
26,133
16,111
15,162
21,165
17,198
12,135
24,114
25,135
21,211
9,148
20,187
8,146
20,171
6,108
19,190
13,166
23,201
5,134
24,182
6,114
25,226
13,171
20,187
21,203
21,196
22,215
13,190
26,192
12,182
23,205
2,60
26,226
12,178
23,201
19,167
2,94
8,163
10,189
22,195
15,197
5,96
21,179
24,209
10,156
22,171
20,175
22,177
17,179
10,156
7,139
21,173
14,174
16,188
8,162
21,198
8,181
23,184
10,177
16,200
25,191
20,201
20,189
22,215
16,178
19,193
2,85
27,236
1,44
8,172
12,177
12,106
3,100
9,190
21,214
23,190
15,154
25,142
25,234
5,130
6,140
29,254
25,233
15,201
19,189
9,158
3,99
11,172
17,196
13,165
20,134
23,200
17,186
3,100
12,185
0,14
2,69
2,84
21,157
9,177
13,163
5,97
4,132
0,12
8,130
1,48
25,230
18,195
23,218
6,146
23,221
8,184
7,116
19,203
22,217
23,191
9,190
17,186
22,199
15,184
22,220
26,239
4,62
24,172
2,72
6,102
23,193
21,183
21,191
9,126
17,193
4,122
24,203
0,14
22,194
5,117
21,179
24,222
3,99
13,196
0,16
7,162
9,181
15,182
6,128
23,185
8,131
17,104
12,146
0,16
24,228
24,186
12,188
5,107
7,166
5,106
22,115
12,203
13,101
7,160
16,151
23,164
16,192
0,16
23,119
2,97
5,105
6,108
26,215
1,48
3,73
4,98
10,167
19,205
9,139
22,192
9,172
26,135
8,184
6,146
20,205
16,201
1,59
13,159
21,215
4,132
24,198
16,195
24,237
21,171
21,208
6,150
21,218
10,171
6,156
24,210
2,84
24,169
5,66
9,192
12,193
27,235
16,199
24,185
13,173
11,167
16,216
22,113
3,115
11,207
4,103
13,149
27,210
1,36
11,183
16,171
18,153
17,159
18,186
7,118
26,204
19,157
19,208
8,152
13,192
22,210
7,143
3,82
14,161
13,147
21,183
22,197
12,185
0,16
5,125
20,202
20,196
4,109
14,189
7,146
19,176
7,118
10,176
5,68
25,212
23,196
22,203
16,155
1,25
23,218
7,125
20,206
24,167
7,131
17,183
14,194
16,193
17,147
22,175
23,171
22,180
2,72
8,151
21,170
24,205
14,178
0,16
17,226
19,197
22,187
24,211
23,221
18,170
1,25
5,145
19,214
20,195
4,132
16,225
22,165
5,154
21,209
2,95
2,75
22,184
26,187
7,157
15,142
19,163
13,177
10,192
0,18
7,138
20,195
24,199
8,170
25,192
21,199
24,211
17,210
2,108
0,16
16,190
17,203
4,128
21,185
16,152
26,218
22,214
16,193
14,206
2,57
1,37
20,189
19,139
9,153
24,220
19,116
8,85
7,144
7,150
11,195
12,187
2,52
13,143
20,184
13,162
15,181
11,190
6,104
21,173
25,232
18,197
0,16
16,160
20,206
24,204
6,135
5,109
24,196
20,175
6,152
9,168
22,117
23,208
22,204
23,213
9,127
24,196
7,148
13,175
17,185
26,238
0,18
10,164
20,207
23,204
23,183
10,169
18,153
8,174
25,220
2,52
15,162
17,191
14,209
11,176
19,179
2,81
26,216
22,181
24,218
0,16
24,173
4,126
10,193
11,157
16,183
22,212
3,66
22,224
7,152
15,206
2,56
2,50
18,160
17,170
18,182
16,218
12,175
5,69
8,127
1,48
14,151
0,16
21,216
24,115
23,193
6,129
15,194
26,220
5,141
19,180
24,181
9,92
19,171
8,154
6,134
16,179
23,167
23,178
26,240
3,105
16,197
1,37
19,183
17,190
20,200
9,146
22,198
1,26
1,37
8,130
20,203
8,142
0,16
4,133
25,208
19,113
13,180
11,201
9,172
13,134
12,175
26,236
25,181
11,187
14,191
17,156
18,177
27,216
9,147
26,172
8,120
10,202
22,171
13,194
5,70
23,190
1,48
11,195
25,204
14,145
24,190
0,16
25,215
10,179
15,188
8,179
22,148
12,148
22,206
3,91
6,152
1,59
21,218
23,224
25,216
5,130
4,88
12,178
9,185
4,113
23,120
15,199
2,38
15,170
16,188
23,149
22,160
2,80
2,90
19,212
9,134
23,219
24,208
25,174
22,190
16,210
27,135
24,217
5,118
22,202
19,195
14,106
22,118
12,183
17,185
17,121
27,249
22,213
4,85
1,48
8,157
12,172
22,197
25,220
10,137
0,16
20,206
17,220
7,83
2,51
23,191
22,164
1,48
5,115
0,12
7,163
16,192
9,127
7,116
6,162
4,115
22,178
28,226
12,180
20,175
10,168
24,185
2,52
9,161
11,172
5,131
26,232
22,182
8,167
24,185
23,205
15,177
15,181
3,91
23,201
8,153
21,172
24,218
0,18
9,180
12,183
21,201
2,74
25,222
9,181
24,216
12,152
17,154
15,207
0,14
13,190
5,114
1,36
18,153
18,210
17,214
18,193
24,174
4,118
17,195
21,166
17,145
7,131
20,198
24,208
7,71
24,191
18,197
1,59
18,192
2,75
1,59
22,210
20,202
8,193
4,129
4,117
23,226
29,244
12,197
22,208
21,205
2,72
19,179
4,141
13,191
4,134
9,141
0,12
14,208
5,143
21,123
15,193
9,125
6,134
16,198
26,218
8,87
22,205
18,209
12,154
25,168
23,203
21,160
0,14
23,199
22,216
14,186
15,181
16,209
20,178
2,95
22,168
7,164
3,101
16,181
0,14
23,191
22,217
7,158
14,204
21,170
15,171
21,207
9,153
8,141
16,114
1,48
15,206
23,163
21,213
19,176
23,178
1,66
26,189
11,176
22,205
8,144
9,164
22,189
17,191
17,192
21,121
6,131
13,156
21,227
26,223
23,224
5,105
13,163
16,193
4,121
22,155
7,140
13,148
18,199
25,239
25,207
9,187
24,178
16,185
8,148
20,205
24,214
7,135
14,175
25,218
25,219
20,217
16,167
18,185
13,178
26,203
16,205
13,192
6,139
25,207
22,220
20,166
21,218
9,166
26,208
21,191
7,146
18,191
20,177
15,159
27,232
16,168
21,205
20,211
2,60
5,128
11,195
16,205
14,195
23,222
4,91
7,159
22,230
24,211
13,132
22,222
4,58
13,183
3,122
21,203
13,176
22,205
5,170
0,16
21,200
8,186
21,175
21,201
21,149
0,16
18,155
4,79
11,177
24,224
21,112
4,104
23,206
15,189
17,175
13,200
23,210
13,192
1,48
0,16
6,160
0,14
25,216
1,59
6,129
16,159
18,196
25,154
13,182
0,20
17,205
17,199
22,179
19,207
7,163
15,184
8,188
21,215
8,163
19,115
18,198
18,180
4,122
28,253
12,183
8,162
23,189
5,131
3,112
26,235
6,158
21,182
9,158
2,89
10,154
18,114
27,230
12,103
19,212
20,202
23,131
18,148
2,60
22,189
25,214
26,223
12,191
2,60
2,60
25,215
18,186
24,230
5,95
15,159
14,197
23,200
10,172
4,118
8,160
25,191
8,132
25,217
15,136
21,194
18,217
15,203
11,93
15,146
19,187
11,161
7,152
14,167
13,158
8,162
1,59
14,144
21,168
22,155
9,86
9,181
7,122
1,48
25,226
24,209
20,192
4,109
11,134
20,176
26,189
20,122
20,228
24,234
24,167
23,203
12,186
23,128
18,201
25,190
23,195
17,165
4,98
18,188
4,105
6,155
7,183
20,123
26,232
23,201
11,176
12,190
18,193
11,200
10,160
4,120
23,119
15,184
19,177
25,183
16,191
4,83
18,202
12,127
23,114
12,105
20,181
4,84
23,196
22,162
13,165
18,174
22,224
12,189
17,209
19,190
24,195
16,191
23,203
1,59
18,181
21,217
12,167
7,153
15,189
23,183
17,164
7,169
21,180
16,199
28,240
15,199
0,16
22,211
5,129
1,48
15,195
6,68
4,113
17,204
4,88
4,89
26,231
3,115
4,121
15,186
13,165
23,173
12,191
23,207
25,195
30,268
21,206
17,164
25,229
16,204
4,94
10,157
17,109
1,55
4,141
12,192
26,225
23,186
12,149
18,175
19,167
2,73
5,149
20,193
16,185
2,90
22,194
24,191
22,210
8,145
25,156
19,162
10,156
13,158
22,192
14,156
17,138
9,158
9,176
26,232
23,229
4,128
27,248
16,157
10,182
22,209
15,219
14,134
29,251
15,201
8,155
2,85
21,191
11,164
11,173
2,105
24,184
1,37
22,161
19,193
5,113
18,119
6,142
1,37
16,165
18,209
15,183
15,152
5,127
16,193
11,194
20,201
18,185
22,203
2,99
11,184
2,72
1,48
17,151
11,185
23,220
5,130
0,12
24,198
23,206
8,132
21,194
24,177
23,205
9,165
1,26
18,201
23,184
27,210
20,175
2,71
21,156
9,150
0,18
14,180
13,177
16,182
7,150
0,14
17,183
13,185
12,139
25,193
12,207
24,134
1,48
1,37
22,185
6,136
1,37
24,208
1,26
25,196
15,205
7,80
6,108
24,226
19,225
20,191
22,209
24,123
21,166
14,181
3,87
4,85
11,149
18,206
15,174
21,168
5,142
1,26
18,187
11,180
21,182
18,156
6,142
26,206
8,146
26,178
1,70
7,160
18,175
0,16
1,59
21,195
17,164
11,155
13,194
4,119
8,175
23,156
4,137
27,228
12,162
24,173
10,140
21,178
21,184
23,193
9,186
25,213
2,71
9,90
18,141
14,186
23,189
1,25
24,194
18,155
9,93
23,219
17,221
12,90
20,158
19,210
6,108
2,72
24,181
28,247
27,217
4,83
18,169
11,171
5,64
19,188
2,76
4,119
1,37
23,160
26,226
14,110
14,185
18,206
8,134
3,104
8,135
25,178
0,16
1,37
6,149
21,170
1,59
17,192
1,58
5,123
11,145
22,195
8,133
24,180
25,215
7,158
12,180
12,184
6,156
4,121
24,200
20,189
17,168
20,216
14,183
10,199
17,160
8,163
28,243
2,40
25,214
7,186
12,126
11,96
20,201
6,162
25,217
20,214
15,151
20,157
9,164
2,89
19,222
20,207
0,18
10,189
19,150
13,180
12,200
4,112
20,177
19,185
10,150
21,166
16,187
13,141
15,170
19,193
22,219
2,38
1,36
23,178
6,157
3,112
23,201
8,139
21,211
24,207
8,118
21,200
22,213
23,200
5,112
2,73
8,89
15,207
14,186
3,127
16,113
17,191
1,55
9,145
7,167
19,190
24,209
22,219
7,170
12,146
19,200
4,117
13,184
24,202
21,171
19,215
5,105
25,166
19,172
28,214
22,117
27,244
8,127
15,212
17,207
14,186
19,178
16,101
1,37
26,214
4,126
19,184
3,89
19,184
3,101
21,181
26,198
20,218
5,108
12,103
21,202
9,169
17,167
16,189
22,169
18,212
23,177
24,220
7,178
15,186
15,152
11,190
21,158
18,177
9,168
23,181
19,112
12,167
5,126
27,246
17,115
15,189
25,226
19,204
19,204
10,164
13,182
18,172
17,183
23,177
21,194
19,189
21,118
21,199
25,220
6,154
19,208
16,193
14,176
23,202
1,37
3,105
23,200
20,170
2,69
19,147
14,107
16,165
12,205
23,208
24,175
25,236
22,115
23,183
9,187
12,167
15,187
15,155
19,196
20,116
14,208
5,136
19,203
26,200
21,224
19,191
7,173
27,215
24,191
14,183
20,196
19,195
24,160
10,98
2,69
25,200
20,211
8,154
12,151
7,123
0,14
7,110
18,166
8,116
14,140
8,133
5,118
22,216
6,78
10,184
24,235
22,156
3,98
10,185
20,197
3,82
26,229
10,185
23,198
19,174
22,162
9,185
1,37
11,179
10,191
18,178
15,198
25,175
14,173
14,198
12,197
5,71
2,78
2,57
24,214
26,237
11,199
5,134
23,191
19,172
24,206
17,192
11,178
19,185
21,175
18,196
18,168
28,243
14,185
1,47
0,18
25,162
22,172
10,182
22,209
23,195
21,203
10,161
24,119
7,143
13,184
18,195
10,156
26,178
10,198
26,213
1,59
17,178
6,148
13,182
18,181
3,104
16,168
24,207
0,12
3,113
23,202
21,219
18,206
24,204
3,105
22,157
21,194
21,170
16,162
5,139
5,124
17,206
4,137
3,119
8,172
18,196
0,12
21,219
25,222
4,122
2,97
6,155
5,125
21,162
18,161
7,168
21,188
3,46
7,162
23,166
11,167
19,185
26,197
19,196
10,153
25,206
18,195
5,120
11,172
9,163
5,107
26,209
0,14
2,88
14,176
0,18
13,145
23,221
16,186
4,124
0,16
4,136
24,213
26,141
19,178
23,183
12,190
7,125
14,164
4,100
21,206
23,211
14,169
5,138
22,115
20,193
9,175
26,181
15,198
23,159
2,52
5,156
12,161
20,201
24,182
1,37
26,208
25,229
25,233
23,178
15,193
8,148
9,162
6,141
18,205
1,48
10,168
14,189
15,161
19,202
15,100
9,173
24,224
20,142
22,208
12,187
10,181
16,187
10,97
0,14
2,80
11,161
24,233
23,225
21,197
11,175
25,174
1,59
5,96
0,14
11,91
7,155
10,149
21,197
0,16
17,183
6,163
15,197
27,236
7,135
21,218
9,135
25,160
23,127
1,48
0,12
2,94
27,219
13,180
10,137
15,212
5,100
24,221
7,167
21,120
0,16
21,197
19,178
24,180
19,143
23,153
24,208
20,181
16,209
3,81
28,238
23,164
3,121
20,199
25,191
18,166
17,206
26,199
3,119
4,116
24,193
4,112
8,172
6,155
18,195
20,211
24,185
26,215
4,139
24,176
6,150
2,90
27,238
0,14
8,75
22,206
14,164
21,153
10,179
16,197
24,176
21,202
7,120
4,98
17,193
18,208
13,191
28,246
21,176
5,66
1,25
19,167
11,172
9,137
15,162
6,120
22,159
5,116
20,206
15,151
21,203
11,92
16,190
11,200
17,173
22,192
3,104
21,193
9,178
4,119
8,175
23,206
21,200
6,157
13,191
7,173
25,193
14,106
14,206
22,193
7,150
22,175
17,149
12,145
8,142
1,58
15,186
24,189
25,233
19,178
24,155
8,163
2,60
16,147
5,123
17,171
24,200
0,14
26,220
20,151
20,108
5,129
7,153
19,207
0,14
21,212
25,220
0,14
24,148
0,16
28,245
23,211
26,253
23,213
11,175
23,221
9,119
25,198
25,197
0,14
25,208
3,79
21,167
24,224
22,181
17,181
17,218
21,130
23,164
3,116
3,76
22,201
17,198
22,151
8,162
24,197
17,204
2,96
15,187
14,186
22,176
24,206
3,102
21,186
18,205
18,198
17,156
11,169
19,170
19,211
4,134
10,188
1,26
21,154
19,139
2,79
17,213
3,89
13,169
15,160
21,186
21,175
12,163
26,143
9,184
13,201
17,211
7,150
7,157
21,184
7,124
18,189
17,209
18,201
1,37
26,188
2,67
20,189
15,156
1,70
18,193
4,141
5,150
26,199
22,177
22,195
0,14
0,18
23,176
10,136
13,205
6,136
21,170
11,180
24,122
23,205
17,163
15,147
24,221
20,213
5,135
9,169
26,216
13,201
6,118
22,178
18,201
24,213
1,48
6,100
13,176
22,170
1,26
19,117
26,210
22,121
24,198
8,115
22,184
20,158
3,121
9,85
24,207
26,198
20,192
25,219
10,192
18,164
8,117
4,121
6,161
12,199
8,181
23,204
11,108
21,215
20,153
24,217
23,196
21,158
11,161
3,82
16,162
5,128
24,164
27,242
24,202
5,102
0,14
16,210
15,160
8,155
4,88
28,229
6,120
17,144
18,197
17,182
15,187
20,119
17,213
0,18
16,171
2,75
10,190
24,178
22,195
12,180
13,154
17,211
5,119
16,180
26,183
22,198
23,192
10,91
11,139
5,152
24,171
8,122
16,211
17,196
20,149
8,161
24,225
0,14
6,144
13,140
16,201
20,191
9,160
25,194
2,83
22,188
2,71
21,186
22,189
6,160
21,187
18,196
20,212
26,194
23,203
1,44
15,188
13,174
13,190
12,172
8,87
27,220
3,98
19,221
9,182
2,64
5,143
30,268
22,190
23,211
7,131
10,145
1,36
13,182
9,153
4,86
19,194
21,179
23,196
11,166
2,84
1,44
2,58
9,169
25,178
25,212
15,161
23,198
23,114
23,203
9,172
18,212
25,231
20,205
23,148
23,166
10,194
24,220
15,173
13,181
19,171
16,198
24,195
20,206
23,177
20,186
4,119
20,190
19,200
4,124
6,116
18,204
26,185
25,233
4,139
7,121
5,91
26,178
4,121
22,173
22,201
18,206
22,176
9,159
20,196
25,235
25,195
16,185
18,186
16,184
3,73
26,171
18,185
12,152
19,147
12,175
13,174
23,201
16,213
4,112
22,164
0,16
22,197
4,60
16,197
0,14
8,151
20,203
2,69
24,184
15,103
2,69
21,159
25,208
20,232
6,119
23,199
9,184
13,195
19,177
24,122
12,183
16,197
6,141
11,189
18,198
14,158
15,146
22,168
24,231
6,144
1,26
6,173
25,168
0,16
0,18
21,210
6,105
24,224
24,195
22,208
15,172
1,48
8,183
6,92
10,159
24,156
6,132
1,58
7,159
13,199
22,128
24,173
20,172
15,198
22,170
8,169
9,184
10,176
19,214
14,107
22,175
11,166
26,204
21,199
12,179
18,152
12,200
2,56
22,194
6,150
11,164
15,194
25,202
27,143
23,230
11,158
3,77
11,199
15,162
24,207
21,219
21,182
5,69
9,163
20,205
7,145
4,129
3,90
0,14
4,101
11,91
13,173
25,115
8,170
9,143
20,152
21,197
27,220
12,103
9,174
6,119
4,136
17,166
20,194
8,88
11,197
17,195
17,133
17,189
19,155
23,207
5,164
16,211
26,200
22,159
0,16
26,230
19,176
16,190
17,188
25,222
1,37
14,145
11,164
15,187
13,160
10,146
18,108
16,183
5,135
8,143
15,199
25,210
15,195
22,123
11,160
12,189
23,202
14,204
18,146
12,156
27,233
20,122
0,14
1,70
9,139
16,174
19,150
16,210
19,198
23,195
5,115
12,178
24,175
3,93
23,193
4,111
22,199
4,118
16,188
10,170
3,117
3,67
7,160
4,139
28,225
17,174
0,16
21,188
15,195
21,116
2,57
8,167
5,108
26,228
24,192
17,160
0,12
11,191
20,193
2,52
0,16
25,218
17,182
10,144
5,91
22,217
19,211
22,193
8,185
18,180
24,191
15,180
15,204
17,167
20,202
23,121
14,186
20,217
16,167
19,201
11,201
6,161
0,16
24,214
26,197
15,195
3,71
3,84
18,152
12,173
23,195
20,190
18,199
14,152
23,210
14,181
0,18
19,227
13,187
22,163
0,16
3,121
24,183
17,199
18,203
22,198
23,225
5,154
4,140
17,153
24,165
20,114
23,161
4,90
1,48
7,89
26,230
5,138
13,150
12,159
14,203
2,70
10,159
6,172
20,199
1,47
20,158
13,190
13,176
24,226
8,141
19,152
24,204
8,165
28,222
13,178
15,187
13,161
20,179
14,197
22,209
2,90
12,192
26,212
12,187
20,175
22,205
21,219
13,174
7,164
13,179
0,16
14,193
7,128
25,187
11,187
23,216
17,176
15,183
1,48
25,218
5,99
14,195
17,217
14,99
23,164
4,112
21,194
17,177
16,171
14,197
22,192
22,144
22,180
24,208
3,72
9,169
10,168
2,75
16,209
12,163
25,197
5,130
20,202
22,208
7,108
12,195
9,153
25,225
2,51
11,185
12,192
21,200
11,185
4,101
21,179
18,189
19,147
5,113
22,193
17,201
9,103
0,18
22,209
17,198
28,238
24,194
20,167
24,190
17,174
12,197
21,195
24,185
24,137
22,161
9,166
1,48
23,223
14,201
23,215
7,152
19,179
10,156
0,14
26,245
10,170
15,213
13,183
20,120
26,240
20,121
8,80
10,136
22,176
6,135
22,214
3,114
24,213
24,210
18,141
15,183
17,215
7,139
9,174
13,119
2,88
20,188
23,218
6,112
27,231
10,191
25,214
23,198
15,148
10,150
20,180
24,181
9,183
18,194
17,190
18,166
24,217
5,114
10,166
2,90
11,136
8,167
25,222
23,115
8,163
23,210
23,212
9,163
24,196
12,94
2,57
3,104
15,198
10,174
24,211
8,178
5,124
12,143
19,181
4,92
25,225
10,175
22,199
2,80
19,143
26,169
15,185
10,161
21,201
24,208
21,160
24,217
3,96
18,142
15,162
17,196
0,14
16,198
20,179
4,142
8,135
24,203
17,167
21,174
15,140
15,104
22,156
27,212
2,38
19,169
20,212
3,89
6,140
12,153
5,131
6,132
21,202
11,182
13,176
27,223
22,224
9,154
22,157
8,174
9,176
24,173
0,12
22,193
23,210
9,92
0,18
14,189
18,178
7,113
18,156
21,199
3,101
20,202
7,163
8,165
5,159
22,159
7,170
19,180
10,184
13,130
0,14
3,93
6,113
18,205
24,121
18,169
16,205
4,62
17,193
23,203
24,208
7,138
22,214
21,153
20,221
23,205
16,186
9,158
20,199
22,207
26,196
0,14
1,59
4,90
26,236
22,170
6,111
14,104
23,151
11,174
2,73
15,168
6,140
2,80
27,194
19,182
23,120
13,207
13,171
9,177
22,179
9,124
23,170
22,204
8,173
22,205
5,124
16,205
16,205
9,180
28,232
2,80
16,197
8,164
13,204
4,121
12,175
25,217
15,203
17,195
4,125
21,168
0,16
19,187
23,222
14,157
27,220
12,147
16,167
10,189
16,196
0,18
22,211
21,198
1,59
15,194
24,218
23,197
0,14
11,198
22,188
6,66
4,138
6,139
10,159
14,221
12,184
7,156
10,133
24,200
24,174
9,161
12,185
7,132
20,197
14,196
3,70
16,106
23,195
20,194
7,116
15,150
12,165
13,104
20,187
16,146
25,231
13,187
1,59
18,178
21,195
24,167
27,194
6,163
7,153
3,105
5,123
22,191
4,118
23,202
19,220
13,187
15,179
25,193
5,145
23,213
13,183
21,149
23,158
25,220
2,57
3,102
2,77
23,210
11,183
7,147
22,214
16,178
20,191
3,76
1,37
24,125
6,137
14,198
9,175
5,102
20,171
21,170
15,181
13,181
11,184
25,173
15,210
24,172
24,187
25,174
2,58
25,167
22,200
8,95
13,188
17,196
20,212
17,200
16,165
10,181
19,178
15,178
27,223
11,199
7,140
15,151
6,133
22,194
1,47
21,203
8,131
8,186
28,252
11,182
2,77
23,191
22,217
3,95
14,193
8,156
24,119
27,203
24,218
17,116
24,215
23,184
1,26
10,183
6,161
4,117
5,133
19,185
3,114
4,95
10,171
22,123
22,205
23,209
26,189
0,16
24,207
23,207
24,210
5,134
13,98
19,185
19,156
15,196
7,115
11,176
18,188
25,226
7,120
11,89
26,217
24,215
20,147
25,203
22,201
1,37
6,113
23,210
12,207
1,26
18,194
20,210
27,226
21,189
4,132
7,145
18,208
4,56
0,18
26,192
15,172
25,216
13,182
23,192
5,151
2,89
2,56
9,185
20,205
24,121
19,188
22,195
0,18
0,18
0,16
10,138
17,112
21,121
22,201
15,180
9,176
5,128
14,169
8,155
22,167
8,171
5,150
9,137
1,66
26,209
20,209
22,117
8,144
23,177
23,177
21,204
5,152
18,167
20,203
27,235
15,145
1,59
14,153
24,195
1,37
3,114
2,58
9,182
21,178
20,193
24,194
16,201
11,173
11,169
3,52
24,215
2,60
24,228
4,86
18,196
4,113
21,169
17,170
13,188
9,122
8,169
15,151
3,116
8,129
22,211
21,157
23,234
25,205
21,164
26,182
1,37
7,116
8,125
24,160
1,59
3,98
25,231
16,145
14,219
12,196
20,214
0,12
20,192
17,179
2,102
14,168
23,203
26,179
1,48
22,173
25,210
13,184
21,201
23,162
4,131
1,37
24,178
20,143
12,156
2,100
20,130
23,158
20,188
7,149
24,206
13,148
6,147
15,198
19,182
12,97
1,47
9,178
1,51
21,200
4,101
9,186
1,37
7,145
26,234
14,202
24,225
14,163
16,188
13,151
24,214
23,196
0,18
18,189
7,158
23,144
7,158
7,161
20,210
19,121
16,193
11,184
5,106
12,193
22,218
25,129
14,169
22,205
18,157
23,199
26,214
10,191
19,221
21,155
23,216
9,160
2,60
21,191
26,207
4,114
21,185
7,112
3,47
14,199
28,252
15,153
15,193
25,208
14,166
26,230
19,160
22,193
25,223
14,182
5,86
4,124
1,59
22,210
20,187
19,201
13,167
25,192
15,148
20,152
15,204
25,208
3,112
10,173
23,200
16,193
26,224
6,143
23,217
1,48
17,210
9,157
23,183
23,217
16,155
19,197
15,179
3,77
23,219
0,16
7,158
11,187
23,225
22,181
9,178
11,176
8,127
5,133
23,205
25,227
22,202
9,156
26,230
5,151
26,137
24,191
20,129
22,153
18,115
12,171
15,209
10,164
18,180
3,115
9,184
1,48
13,135
14,163
19,184
22,197
22,146
10,151
2,57
14,198
13,190
7,151
21,201
24,193
16,113
6,156
7,175
0,16
1,70
14,211
27,218
17,180
6,170
11,138
16,159
0,18
16,199
25,207
19,147
23,171
18,148
19,182
6,108
7,162
21,221
20,211
21,190
14,191
0,16
23,182
19,201
5,122
5,120
13,207
24,119
17,212
20,192
5,140
24,216
16,166
19,218
15,167
21,228
7,156
17,198
23,200
21,213
27,180
2,67
23,198
16,194
24,219
26,216
25,227
21,166
7,84
19,181
17,199
2,67
0,18
9,190
22,119
24,208
26,209
11,156
19,160
9,201
11,188
1,33
1,48
30,265
24,217
27,231
9,181
14,142
25,182
23,226
28,252
1,48
19,208
25,206
12,206
7,178
4,111
13,188
16,145
27,200
21,219
18,185
24,182
25,219
17,197
19,213
20,162
19,212
5,101
6,104
4,90
1,70
13,157
2,88
21,212
12,201
6,78
23,182
26,191
0,12
15,194
24,224
12,192
9,169
3,119
4,124
19,193
22,184
11,172
5,113
22,195
16,178
24,191
8,166
6,135
0,18
23,209
10,160
18,191
23,186
3,75
25,188
8,158
18,192
23,188
9,154
0,14
18,212
20,196
16,193
19,210
17,190
3,105
23,114
11,180
20,166
22,172
7,173
16,173
11,188
19,182
24,195
23,208
6,144
11,187
4,122
21,190
21,182
22,214
24,155
23,221
14,195
22,214
23,210
25,235
22,186
24,187
4,62
8,161
23,120
5,156
18,190
26,191
9,155
11,143
16,153
13,172
24,220
2,66
18,214
22,125
7,168
26,243
0,14
6,125
13,193
20,192
3,94
2,94
9,82
27,192
16,188
20,206
6,71
2,89
0,18
27,228
5,140
24,199
27,242
25,212
19,184
11,171
24,211
14,179
22,181
5,104
20,204
20,152
19,121
19,169
1,62
16,167
21,210
21,155
14,146
0,16
10,189
4,107
9,95
23,174
22,205
13,199
2,78
15,194
4,113
21,194
22,206
24,188
11,160
1,48
4,89
19,200
19,180
25,229
20,207
27,253
7,107
19,194
24,207
8,136
23,169
27,239
22,161
20,161
